Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term (months),Default_Status (Yes/No)
101602,37,75830,44759,309,12,No
101603,32,25529,21498,780,12,Yes
101604,42,114598,30989,566,60,No
101605,37,102987,42174,387,60,No
101606,30,69178,30568,754,36,No
101607,21,158009,6041,832,60,No
101608,42,141952,44695,447,60,No
101609,46,59886,35099,730,60,No
101610,38,69699,29364,541,48,No
101611,34,96396,45639,365,48,No
101612,49,110678,44143,677,36,No
101613,32,45279,28482,687,36,No
101614,56,189178,8676,508,24,No
101615,55,130776,26781,714,36,Yes
101616,32,121444,35048,315,24,Yes
101617,27,126300,8065,596,60,No
101618,49,133793,7036,519,36,No
101619,31,136278,40814,666,36,Yes
101620,53,191616,21924,528,36,No
101621,26,123247,37844,739,24,No
101622,35,28997,21407,831,24,No
101623,52,126102,26518,749,12,No
101624,31,105711,22059,335,24,No
101625,43,136045,28052,721,24,Yes
101626,46,60860,9267,488,48,No
101627,54,23225,10988,477,36,No
101628,54,130114,32974,614,24,No
101629,49,133218,29036,319,36,No
101630,24,120764,13680,681,36,Yes
101631,37,127041,6485,442,48,No
101632,55,132224,19713,361,36,No
101633,33,83656,25043,541,24,No
101634,61,96290,7419,537,36,No
101635,59,76633,41263,430,12,Yes
101636,35,46655,22140,422,12,Yes
101637,49,141118,48484,739,48,Yes
101638,49,194673,17961,641,24,No
101639,31,23114,48075,718,48,Yes
101640,52,46502,11487,754,12,Yes
101641,22,69768,36110,497,24,No
101642,34,68128,47432,581,36,No
101643,40,171100,21360,300,24,Yes
101644,42,103123,41843,631,60,No
101645,31,128255,29882,511,24,No
101646,47,186405,22502,386,36,No
101647,23,23174,12631,360,60,No
101648,37,137769,8017,394,48,Yes
101649,64,55398,25725,446,24,No
101650,48,187001,29762,545,48,No
101651,49,155393,5784,596,24,No
101652,41,143549,33020,422,12,No
101653,36,92635,43459,755,12,No
101654,57,43760,20765,698,36,Yes
101655,40,162432,36127,530,12,No
101656,26,161385,8196,833,60,No
101657,39,150674,14552,701,60,No
101658,25,156873,46300,429,24,No
101659,23,34130,36921,591,48,Yes
101660,21,165343,9746,575,60,No
101661,58,167147,7999,675,24,No
101662,35,127215,49070,354,48,No
101663,54,170056,20595,325,12,Yes
101664,55,108095,27063,740,24,No
101665,45,80942,11200,496,48,No
101666,44,163933,43164,542,36,No
101667,32,118970,28377,489,36,No
101668,38,102203,18410,575,60,No
101669,35,172049,8598,708,48,No
101670,64,108177,15564,639,36,No
101671,36,92902,35898,452,60,No
101672,47,112172,25598,697,24,No
101673,28,166702,45404,743,24,No
101674,45,40056,22862,726,48,No
101675,37,158454,15265,786,48,No
101676,49,75739,14705,503,48,Yes
101677,28,101685,30544,411,48,No
101678,35,68639,19298,624,36,No
101679,47,197113,37670,557,36,No
101680,27,20992,47471,827,60,No
101681,23,92394,45934,649,36,Yes
101682,49,87657,11050,734,24,No
101683,64,47160,48952,725,60,No
101684,44,65156,26034,579,36,No
101685,23,106442,13484,670,48,No
101686,40,170644,36323,548,36,No
101687,35,137925,25796,480,12,No
101688,45,24136,34069,377,60,No
101689,50,81868,26827,635,36,No
101690,34,102263,40361,349,36,No
101691,27,52167,15315,384,24,No
101692,37,130957,31519,303,48,Yes
101693,64,35479,14107,616,48,No
101694,40,139392,8869,410,24,Yes
101695,56,182448,20447,633,24,Yes
101696,29,155895,32370,432,12,No
101697,58,39585,12971,418,60,No
101698,42,168344,36269,649,48,No
101699,22,46619,30651,841,24,No
101700,44,95069,40757,354,24,No
101701,28,59895,28446,660,60,No
101702,31,23720,43108,752,24,No
101703,33,39267,14643,629,12,No
101704,37,166768,8823,518,60,No
101705,28,181040,18454,507,12,Yes
101706,41,73364,8932,384,36,No
101707,38,174417,15220,544,48,No
101708,50,71567,13554,634,24,Yes
101709,38,111229,7429,511,60,No
101710,51,170457,33208,482,12,No
101711,58,98518,12444,432,48,No
101712,52,102844,15510,649,48,No
101713,31,183991,49045,581,24,No
101714,45,110697,15537,592,48,No
101715,53,77196,12147,568,24,No
101716,58,135600,45399,496,36,No
101717,61,120625,8598,836,24,No
101718,28,151567,42097,319,12,No
101719,31,64755,11718,704,48,No
101720,42,53324,47691,414,48,No
101721,44,98929,18782,325,48,No
101722,61,152624,5051,694,24,No
101723,37,71272,21702,680,60,No
101724,32,186925,15184,822,24,No
101725,52,183996,17468,838,12,Yes
101726,35,94462,27072,382,24,Yes
101727,36,174961,20479,849,48,No
101728,42,74675,33467,744,36,Yes
101729,48,93591,28402,386,12,No
101730,40,173706,12210,686,36,No
101731,53,52363,41724,697,12,No
101732,30,97004,11057,585,12,No
101733,60,60718,35916,668,48,No
101734,52,133627,32268,721,24,No
101735,53,46870,48978,742,48,No
101736,22,57394,28259,819,48,No
101737,53,72057,18864,587,48,No
101738,53,99795,39293,394,36,Yes
101739,61,100409,12043,340,12,No
101740,33,33016,46473,630,60,No
101741,50,62137,43893,454,24,No
101742,53,151225,45642,803,48,No
101743,33,158925,17529,574,12,Yes
101744,46,32379,35868,478,24,No
101745,42,166864,31309,436,60,No
101746,59,141169,28284,479,60,Yes
101747,22,189439,40268,481,48,No
101748,58,169172,8464,558,60,No
101749,59,146082,23643,542,60,No
101750,46,133089,34265,395,24,No
101751,35,31049,20954,496,24,No
101752,54,151858,28880,825,48,No
101753,62,181771,24043,686,12,No
101754,64,142784,5255,707,48,No
101755,60,67691,6502,568,36,No
101756,31,188112,9656,470,60,No
101757,23,77986,15302,469,12,No
101758,26,189834,10430,458,24,No
101759,29,174672,46366,808,36,No
101760,26,114774,32425,746,36,Yes
101761,29,170882,6860,381,60,Yes
101762,59,125315,11158,356,24,No
101763,51,77204,10806,818,12,No
101764,52,40085,25738,411,24,No
101765,61,197926,22106,347,60,No
101766,32,190851,14474,675,36,No
101767,28,53980,21997,332,60,No
101768,28,76117,37599,803,48,Yes
101769,48,165213,10790,302,36,No
101770,40,160416,15170,785,60,Yes
101771,27,35896,14004,815,12,No
101772,31,109353,47746,341,12,No
101773,40,49813,30792,308,12,No
101774,36,85679,35216,441,48,No
101775,24,161753,12232,735,24,Yes
101776,26,23228,17674,326,12,No
101777,42,155654,21052,342,48,No
101778,46,31397,10913,430,12,No
101779,23,189871,32913,515,48,Yes
101780,61,57011,15567,819,12,No
101781,62,99183,43379,644,24,No
101782,34,113254,14432,807,60,No
101783,31,195336,5319,712,12,Yes
101784,38,62317,29469,545,60,No
101785,32,198986,31490,748,12,Yes
101786,43,122489,25584,320,24,No
101787,32,196326,9791,707,60,No
101788,33,60096,36736,756,48,No
101789,45,73785,5329,743,12,No
101790,39,72344,13851,564,12,Yes
101791,56,140382,49078,483,48,No
101792,28,179484,28126,526,24,No
101793,49,130489,26300,847,36,No
101794,52,31549,15164,545,12,No
101795,64,45739,29509,372,48,No
101796,38,41209,10703,449,36,No
101797,26,127051,32109,812,12,No
101798,38,35116,48417,368,60,No
101799,39,40045,27554,529,48,No
101800,42,177399,32676,371,60,No
101801,57,55709,28804,696,24,No
101802,52,63617,41923,383,36,Yes
101803,61,177977,34802,598,48,No
101804,23,139779,29795,592,12,Yes
101805,48,62919,7611,522,12,No
101806,30,103521,27075,515,36,Yes
101807,55,198966,21479,530,60,No
101808,49,26447,14180,704,60,No
101809,35,25499,14304,468,48,No
101810,53,59041,19610,628,48,No
101811,27,51315,13437,725,60,No
101812,32,152371,48118,495,48,Yes
101813,50,140506,17521,825,60,No
101814,41,156066,29028,376,36,No
101815,51,158561,44328,576,48,No
101816,44,111647,32301,765,60,No
101817,40,52355,43015,747,48,No
101818,57,93805,26740,619,12,No
101819,24,88367,41845,459,12,No
101820,48,129906,26282,791,24,No
101821,64,137409,15858,612,60,No
101822,40,97355,49159,460,24,No
101823,44,136220,48714,607,60,No
101824,52,107173,20186,445,48,No
101825,61,21996,39185,695,60,No
101826,56,64387,36194,388,12,No
101827,54,23089,30230,607,48,Yes
101828,56,118827,32018,845,12,No
101829,22,40659,29665,670,48,Yes
101830,35,65178,46722,750,60,No
101831,54,115965,45159,466,60,No
101832,56,101268,49132,691,12,No
101833,26,105042,48139,790,36,No
101834,59,126471,26516,449,60,No
101835,62,90111,40272,767,36,Yes
101836,32,185637,29673,342,48,No
101837,23,120435,10239,328,36,No
101838,38,109242,31415,330,12,No
101839,60,133204,42888,427,24,No
101840,41,173956,32195,593,24,Yes
101841,35,37199,44161,740,12,No
101842,53,80038,34323,687,24,No
101843,55,77786,39964,823,12,Yes
101844,46,129636,41234,846,60,Yes
101845,28,69294,35763,409,36,No
101846,56,185250,39674,627,24,No
101847,50,163737,23105,704,60,No
101848,43,20534,49651,544,24,No
101849,62,111828,34739,462,48,No
101850,64,56132,36969,698,12,No
101851,34,135720,19497,698,12,No
101852,34,56110,6816,792,60,No
101853,22,83580,31483,538,48,No
101854,57,173541,48481,764,36,Yes
101855,25,84016,27159,331,48,No
101856,58,66233,8849,422,48,No
101857,61,149863,26612,833,36,No
101858,34,126311,44617,409,36,Yes
101859,59,54409,38826,570,48,Yes
101860,45,170396,49498,679,24,No
101861,40,159810,23706,599,24,No
101862,22,44054,29563,548,48,No
101863,59,49709,9359,820,24,No
101864,26,129321,35669,333,36,No
101865,37,20363,17809,527,36,No
101866,45,30358,43428,698,24,Yes
101867,48,154312,34454,519,36,No
101868,22,65689,12254,670,12,No
101869,55,21936,29785,827,36,Yes
101870,57,132272,7093,374,48,Yes
101871,25,111074,49498,435,60,No
101872,21,195037,45985,373,24,No
101873,60,20882,37009,553,24,No
101874,32,171296,21558,317,36,No
101875,56,125227,22718,342,36,Yes
101876,43,145865,21705,349,60,No
101877,51,143745,27082,814,60,Yes
101878,31,181897,17342,602,48,No
101879,30,48885,17239,441,12,No
101880,23,191128,37274,501,48,No
101881,34,154275,16419,506,24,No
101882,36,153316,47832,714,36,No
101883,30,118322,20003,520,48,No
101884,49,88619,35866,661,36,No
101885,30,41584,26988,380,36,No
101886,32,28521,48027,584,48,Yes
101887,50,53541,29908,668,48,No
101888,61,49063,10674,791,60,No
101889,21,90268,10002,645,12,Yes
101890,25,146218,32567,503,60,No
101891,40,138206,5910,324,12,Yes
101892,28,190635,34072,368,48,No
101893,63,190824,38717,815,12,No
101894,32,153639,26809,791,24,No
101895,21,167193,31651,539,60,No
101896,40,152746,49291,660,60,No
101897,48,96411,48989,740,60,No
101898,63,129876,21484,330,36,Yes
101899,57,180212,9646,621,36,No
101900,57,160399,44713,643,48,Yes
101901,32,43331,7400,835,48,No
101902,57,43004,49331,654,36,No
101903,64,139243,27185,770,60,No
101904,48,161564,23727,404,36,Yes
101905,35,164821,38120,621,12,Yes
101906,26,83217,6018,826,60,Yes
101907,64,109044,22563,803,36,No
101908,40,29045,10193,384,48,Yes
101909,34,40116,20701,534,36,No
101910,22,38667,8536,562,24,Yes
101911,29,95057,49610,305,36,Yes
101912,57,94205,23886,793,60,No
101913,40,47302,41587,588,36,Yes
101914,46,162355,34410,649,48,No
101915,49,182007,38744,499,12,No
101916,21,92534,43665,634,24,Yes
101917,55,182696,20957,516,60,No
101918,26,33440,37875,652,48,No
101919,57,131001,6626,624,24,Yes
101920,25,66501,30279,527,36,Yes
101921,53,152341,11229,444,24,No
101922,34,27868,11877,607,12,Yes
101923,32,181323,38642,584,24,No
101924,62,97909,43311,691,24,No
101925,40,104523,37356,659,36,Yes
101926,44,189801,8809,464,36,No
101927,63,35734,48371,523,60,No
101928,54,193501,39875,423,36,No
101929,45,192409,49513,643,24,No
101930,49,191397,14465,823,12,No
101931,59,103600,5559,351,36,Yes
101932,51,28433,13308,428,60,No
101933,63,160183,26353,434,60,No
101934,43,123986,20250,426,24,No
101935,64,83753,40814,370,36,No
101936,58,133783,21427,572,36,No
101937,40,41751,38276,486,60,No
101938,43,167525,11107,302,36,No
101939,36,190040,18476,584,24,No
101940,62,181149,8439,321,12,No
101941,28,185847,25312,465,24,No
101942,41,68570,26795,609,36,No
101943,21,197169,18136,776,24,No
101944,28,44503,19167,797,48,Yes
101945,49,153851,22300,733,48,No
101946,52,106840,22182,533,36,No
101947,58,151827,9971,675,36,No
101948,25,59263,31909,545,12,No
101949,42,128491,24659,602,24,Yes
101950,54,75087,36403,704,12,No
101951,21,193353,38586,320,36,Yes
101952,46,71482,15360,556,36,Yes
101953,63,142989,26424,698,60,No
101954,30,168472,37499,828,12,No
101955,50,60115,49695,350,36,No
101956,38,34249,8065,746,48,No
101957,37,197897,8259,569,60,No
101958,46,130361,17300,561,24,Yes
101959,28,44600,38370,664,60,Yes
101960,60,57706,9295,348,24,No
101961,32,39222,32209,817,48,Yes
101962,47,119041,47751,417,24,No
101963,28,124504,41295,752,12,No
101964,45,61139,25927,696,24,No
101965,24,134919,39579,326,24,No
101966,53,61302,49871,671,60,No
101967,21,107838,14032,396,48,Yes
101968,39,159718,32718,828,24,No
101969,51,164615,17877,485,12,No
101970,36,173857,45731,514,60,Yes
101971,34,98353,31666,550,48,No
101972,25,182478,46684,515,48,Yes
101973,61,108992,11766,328,36,Yes
101974,46,71428,27829,401,12,No
101975,48,43777,25221,422,60,No
101976,22,77939,30102,353,60,No
101977,26,106450,39433,582,12,Yes
101978,29,180625,20932,416,48,No
101979,53,43548,30714,413,24,Yes
101980,61,188337,44743,842,12,No
101981,45,145549,7552,592,60,No
101982,33,191773,19274,494,12,No
101983,29,157799,34250,591,48,No
101984,33,183499,7808,560,36,No
101985,51,167764,48858,506,36,No
101986,61,51625,20295,348,24,No
101987,31,44918,19669,305,24,No
101988,24,192208,15523,678,48,No
101989,54,134826,18769,693,24,No
101990,58,134881,49645,523,36,No
101991,24,35577,30207,322,48,Yes
101992,58,105155,40224,409,48,Yes
101993,39,131776,30557,698,48,No
101994,26,119246,43191,471,12,No
101995,54,178761,19246,605,24,No
101996,38,162226,17846,450,60,No
101997,33,114948,42085,727,36,No
101998,61,41341,18470,766,24,No
101999,43,117554,18176,366,36,No
102000,39,127798,46881,455,24,Yes
102001,31,66330,18546,505,60,No
102002,21,107759,11805,454,36,No
102003,44,106807,21788,808,60,No
102004,27,53313,34348,373,36,No
102005,45,66900,13080,348,12,Yes
102006,41,98840,40886,766,12,Yes
102007,35,185767,28764,478,36,No
102008,21,181297,11630,347,36,Yes
102009,32,106072,38333,371,60,Yes
102010,27,116367,20701,412,48,No
102011,35,69156,19859,458,36,No
102012,41,107453,26183,329,24,No
102013,39,178901,45438,396,24,Yes
102014,49,45938,36749,550,24,No
102015,45,79164,36887,818,12,No
102016,53,80282,47244,391,60,No
102017,52,67801,13776,412,12,No
102018,55,160537,20021,558,24,No
102019,64,23326,9327,406,36,No
102020,58,154731,12614,689,24,No
102021,46,178666,6245,657,36,Yes
102022,31,135819,46011,498,60,No
102023,55,24763,15355,726,48,Yes
102024,28,161900,38305,777,36,Yes
102025,34,67588,34714,802,12,Yes
102026,30,31221,22198,419,24,No
102027,22,162283,6415,608,24,No
102028,29,33569,48798,837,24,No
102029,23,57860,6652,774,36,No
102030,41,65337,48625,643,60,No
102031,46,164587,25446,435,36,No
102032,28,91695,23740,576,12,No
102033,22,126749,8810,832,24,No
102034,26,175976,21569,330,36,No
102035,48,63790,39319,546,24,Yes
102036,49,88580,18584,710,12,No
102037,46,25636,31783,326,48,No
102038,45,97129,38529,372,48,Yes
102039,32,153964,17511,396,48,No
102040,25,41672,14471,645,24,No
102041,54,25812,11163,775,36,No
102042,57,20654,21065,599,24,No
102043,35,74633,49654,598,60,Yes
102044,64,37143,22920,586,36,No
102045,56,75934,43969,748,12,Yes
102046,35,87334,24154,511,48,No
102047,63,123463,45167,375,36,No
102048,43,145851,25229,700,36,Yes
102049,26,49087,31997,333,48,No
102050,64,162690,26101,797,12,Yes
102051,63,28446,45391,815,24,No
102052,41,122127,15327,627,24,Yes
102053,43,68867,12187,397,36,No
102054,63,80101,34685,665,48,No
102055,36,178272,39948,762,60,No
102056,35,108074,39728,327,12,No
102057,45,138422,42921,685,24,No
102058,56,107892,12035,572,12,No
102059,31,140044,16471,426,12,No
102060,35,59148,33460,501,12,No
102061,24,102928,26071,820,48,No
102062,41,171770,5582,586,48,No
102063,33,193542,31189,749,48,No
102064,42,71660,20531,387,36,Yes
102065,39,55450,21672,617,48,No
102066,54,53757,45747,318,36,No
102067,34,98012,25243,406,24,Yes
102068,24,126750,8060,757,24,No
102069,47,147043,18731,610,24,No
102070,49,182462,17294,711,24,No
102071,48,76116,25719,797,24,Yes
102072,55,164233,31325,543,48,Yes
102073,28,52152,27597,679,60,No
102074,36,126379,6903,814,48,No
102075,62,40836,19551,506,60,No
102076,56,177403,32751,693,48,No
102077,50,161835,29278,320,24,No
102078,38,89444,30653,826,12,No
102079,22,113109,20141,642,60,No
102080,33,170259,7377,501,12,No
102081,24,163029,38615,419,24,No
102082,46,155451,32452,688,60,Yes
102083,45,179031,27725,836,12,No
102084,50,102018,14524,533,48,No
102085,31,143076,16698,619,24,No
102086,27,178177,48339,479,48,No
102087,51,151949,26175,667,48,No
102088,64,199425,17314,375,24,Yes
102089,30,103788,49197,795,60,No
102090,59,116870,7365,821,36,No
102091,33,103308,37017,500,36,No
102092,51,77913,37126,645,24,No
102093,27,22637,48372,782,36,No
102094,62,62025,49134,518,12,No
102095,62,119508,42823,359,60,No
102096,56,102464,10622,849,48,No
102097,40,48742,35540,520,48,No
102098,24,31831,45551,801,24,No
102099,27,133768,6949,432,48,No
102100,21,105092,47800,352,12,No
102101,64,110879,36912,749,12,Yes
102102,62,108370,37161,361,24,No
102103,33,146537,49387,322,48,No
102104,42,197834,21508,343,36,No
102105,41,124824,48713,346,36,No
102106,42,108741,6919,323,60,No
102107,48,38830,47595,388,24,No
102108,29,75044,14617,473,60,No
102109,46,93948,14732,418,36,No
102110,29,89202,38298,477,36,Yes
102111,35,57045,45617,641,36,No
102112,30,127509,11929,358,60,No
102113,44,177699,42117,737,24,No
102114,62,35198,19456,727,12,No
102115,28,89521,49063,725,12,No
102116,44,126471,26140,680,36,No
102117,36,49475,23185,785,24,Yes
102118,46,39403,42924,484,24,No
102119,47,23681,29240,759,48,No
102120,57,111555,26845,401,48,No
102121,24,138884,14228,314,60,No
102122,44,113122,26686,350,48,No
102123,39,135260,16920,608,60,No
102124,56,193364,12432,333,12,No
102125,59,125386,49971,504,36,No
102126,30,156701,11189,369,24,No
102127,45,113246,33039,529,12,Yes
102128,38,115864,38910,779,12,Yes
102129,39,28417,35226,832,60,No
102130,56,138888,12614,407,36,No
102131,30,185837,26224,540,60,No
102132,53,94499,23013,550,12,No
102133,25,150908,26446,434,24,No
102134,55,47675,44673,389,48,No
102135,64,191635,42657,739,60,No
102136,54,31332,9839,597,12,Yes
102137,53,39177,41725,706,48,No
102138,41,150560,35203,607,48,Yes
102139,37,77104,5557,401,12,No
102140,42,104335,35666,660,36,No
102141,57,134938,42389,827,12,Yes
102142,35,100730,38607,592,24,No
102143,55,156023,29578,445,48,Yes
102144,48,48333,14243,703,24,No
102145,27,41673,14596,301,60,No
102146,52,134421,11998,418,48,Yes
102147,31,60870,15129,490,36,No
102148,30,147536,5510,302,12,No
102149,29,91101,16596,786,60,No
102150,34,42821,17974,476,24,No
102151,33,45494,6137,556,60,No
102152,45,119477,32897,833,36,No
102153,22,146083,9666,776,12,No
102154,55,132698,13906,697,60,No
102155,27,131560,26818,795,24,No
102156,41,151907,48246,519,60,No
102157,38,38646,7654,472,12,No
102158,23,143777,38758,689,60,No
102159,62,97360,29204,801,24,No
102160,59,57335,39928,559,12,No
102161,61,89351,35552,430,36,No
102162,31,134934,15336,412,36,Yes
102163,59,153501,21206,319,48,No
102164,44,61950,39831,514,60,No
102165,39,80654,48563,609,24,No
102166,24,127422,23361,550,60,Yes
102167,46,129934,46335,787,12,Yes
102168,58,139975,13933,681,48,No
102169,62,111186,30816,708,24,No
102170,52,124234,20619,570,60,No
102171,59,122326,42687,706,24,No
102172,56,97527,31943,493,12,No
102173,60,106704,31819,740,48,No
102174,57,182171,16741,612,24,No
102175,53,190457,13798,378,12,No
102176,56,186991,30143,479,36,No
102177,23,116952,37747,313,24,No
102178,29,80782,38651,545,48,No
102179,28,91116,26182,313,24,Yes
102180,53,109626,14415,398,24,No
102181,26,191459,16085,332,12,No
102182,61,166895,20008,735,60,No
102183,59,66015,27102,556,60,No
102184,24,122877,23452,333,24,Yes
102185,33,35339,13120,318,48,No
102186,22,154563,12820,559,48,No
102187,25,151778,49669,715,12,No
102188,64,117493,23170,436,24,No
102189,47,166800,21259,658,24,No
102190,52,158069,27099,415,60,No
102191,41,149526,14649,703,12,No
102192,28,189595,35255,501,36,Yes
102193,58,141648,46037,675,48,Yes
102194,28,45163,16805,549,48,Yes
102195,23,168790,48147,745,24,No
102196,64,107508,13744,577,12,Yes
102197,23,59619,46241,411,36,No
102198,42,32126,37305,772,48,Yes
102199,26,84926,30857,691,12,No
102200,22,60633,15679,442,36,No
102201,43,23317,34829,331,24,Yes
102202,64,64980,15985,480,60,No
102203,22,64115,33287,815,48,No
102204,58,63158,17391,568,48,Yes
102205,37,198703,9861,535,36,No
102206,55,125364,39364,576,60,No
102207,54,35504,21863,574,12,No
102208,43,177732,36499,385,24,Yes
102209,50,57196,32794,362,12,No
102210,28,85938,47923,703,36,No
102211,42,159677,12919,491,48,Yes
102212,64,77388,48102,592,48,No
102213,56,75501,25282,330,12,No
102214,25,47043,39840,629,24,No
102215,33,53635,47255,406,36,No
102216,49,100691,10624,575,24,No
102217,51,53132,38706,381,36,No
102218,36,35366,13176,363,24,No
102219,62,113944,38529,428,12,No
102220,50,135267,17941,555,60,No
102221,36,59236,6669,530,36,No
102222,32,24150,44896,796,12,No
102223,37,131369,25246,436,48,No
102224,36,39423,49859,754,48,No
102225,32,24137,45076,654,24,No
102226,28,49992,25323,784,48,No
102227,40,130540,38894,445,60,No
102228,23,135140,11021,332,36,No
102229,36,195993,44205,559,24,No
102230,50,141225,44807,386,36,No
102231,43,86917,41903,564,36,No
102232,48,93690,49732,841,12,No
102233,60,54235,13711,691,48,No
102234,25,39122,12904,531,36,No
102235,40,43956,40051,746,60,No
102236,60,83879,25942,428,60,Yes
102237,64,78560,29251,570,48,No
102238,21,130310,30058,388,48,Yes
102239,50,175732,40245,765,24,Yes
102240,41,21168,8093,469,24,No
102241,40,65124,29918,427,24,No
102242,26,186969,12207,473,48,No
102243,42,166104,14394,325,36,No
102244,38,72797,31974,810,12,Yes
102245,28,55294,33172,787,24,No
102246,59,194899,37283,705,12,No
102247,52,23516,43995,325,60,Yes
102248,53,170823,18280,382,48,No
102249,36,50373,41303,663,60,No
102250,32,142026,32453,666,24,No
102251,58,50270,48350,359,36,No
102252,54,161458,7913,591,24,No
102253,34,85184,30765,490,12,No
102254,56,57879,7340,760,24,No
102255,53,69597,31179,532,36,Yes
102256,43,190204,32873,773,36,No
102257,22,23626,43057,704,48,Yes
102258,61,105936,5597,570,48,No
102259,41,101515,34119,433,36,No
102260,22,75390,20025,470,36,No
102261,47,167717,12145,714,12,Yes
102262,29,74144,40670,327,24,No
102263,21,164454,46723,435,48,Yes
102264,31,24025,12694,704,12,No
102265,23,194298,9830,804,24,No
102266,43,99380,28930,540,48,No
102267,46,138910,28752,743,12,Yes
102268,24,116055,47602,733,60,No
102269,38,146189,15489,527,60,No
102270,26,154515,37692,808,48,No
102271,55,41395,20768,602,12,No
102272,42,30725,48132,333,24,Yes
102273,63,53461,7160,301,24,No
102274,35,61115,25133,661,12,No
102275,42,130084,40690,494,60,No
102276,57,103732,27870,607,12,No
102277,62,99557,29496,549,60,Yes
102278,32,91260,41572,446,60,No
102279,62,179762,7368,645,24,Yes
102280,58,21407,45861,647,48,No
102281,38,93568,41700,553,36,No
102282,55,78560,34203,698,12,No
102283,50,198412,16552,633,60,No
102284,44,168866,10608,475,12,Yes
102285,62,170953,27485,424,48,Yes
102286,50,195426,47060,697,48,Yes
102287,34,111288,14862,430,36,Yes
102288,26,139020,43299,706,36,No
102289,23,119301,15412,633,60,No
102290,36,34390,26354,319,36,No
102291,27,47307,11344,504,60,No
102292,34,44502,45655,654,24,No
102293,29,42486,22993,472,60,No
102294,35,131813,33682,488,36,No
102295,41,189330,33415,301,12,No
102296,55,123920,24323,467,36,No
102297,22,102768,22997,667,48,No
102298,47,161820,8679,835,36,No
102299,22,82785,34489,669,24,No
102300,55,96050,45308,736,60,No
102301,38,42738,14488,506,48,Yes
102302,34,94231,44842,348,60,No
102303,40,93606,8996,843,60,No
102304,38,61662,10695,428,36,No
102305,30,138313,35204,746,12,No
102306,45,35123,28382,334,48,No
102307,22,176688,19235,498,24,No
102308,45,31182,7366,376,24,Yes
102309,53,110369,32467,668,12,No
102310,56,182403,11764,825,12,No
102311,51,197170,30360,648,36,Yes
102312,34,46128,36923,805,24,No
102313,21,51556,35175,537,48,No
102314,36,172948,21292,579,12,Yes
102315,23,160021,6614,731,12,No
102316,55,71962,25939,437,12,No
102317,61,110054,23800,568,48,No
102318,26,44099,28246,500,24,No
102319,45,163788,36688,441,48,No
102320,33,189957,32962,654,48,Yes
102321,54,73144,34764,628,36,No
102322,28,27837,37470,530,12,No
102323,41,198371,43501,607,24,No
102324,54,170231,8216,445,36,No
102325,24,145212,27072,451,36,Yes
102326,45,136680,33242,439,60,No
102327,35,126802,42132,320,12,No
102328,24,122413,22861,553,24,Yes
102329,32,71012,9960,363,24,No
102330,52,150193,23781,517,24,No
102331,52,168178,46069,371,12,No
102332,48,78123,36126,461,24,No
102333,33,131825,46609,429,48,Yes
102334,51,28720,27578,524,48,No
102335,34,188733,45498,753,12,No
102336,40,172192,22883,683,24,No
102337,38,170862,34782,406,60,No
102338,49,78655,21979,402,60,No
102339,26,113448,38746,440,60,No
102340,52,198446,5730,433,48,No
102341,49,193979,5056,498,60,No
102342,63,140507,36457,809,24,No
102343,22,54812,7243,378,24,Yes
102344,43,69570,6701,781,60,No
102345,39,70901,13303,811,36,No
102346,51,80186,20100,549,60,No
102347,25,142066,47161,782,36,No
102348,39,148364,5947,471,12,Yes
102349,54,56160,25505,316,12,No
102350,30,39156,11553,593,24,No
102351,45,96208,38525,693,48,No
102352,22,169001,19866,797,24,No
102353,31,115377,35472,518,24,No
102354,51,62863,49348,533,48,No
102355,35,85439,10651,689,24,No
102356,29,158266,12273,547,48,No
102357,43,141361,15033,351,24,No
102358,39,116176,8535,314,12,No
102359,29,49777,23677,623,36,No
102360,55,177255,22488,740,24,No
102361,41,178517,46621,411,36,No
102362,29,107201,5908,306,60,No
102363,48,167270,9617,544,24,No
102364,27,172483,47816,747,12,No
102365,36,35867,35431,664,48,No
102366,36,82501,28453,666,12,No
102367,53,165338,40079,586,36,Yes
102368,24,59422,21020,405,48,Yes
102369,24,186280,31562,312,12,No
102370,59,141544,29373,445,12,No
102371,60,182285,35164,777,12,No
102372,37,158439,6885,414,48,No
102373,57,55362,6049,808,12,No
102374,59,71588,48271,451,12,No
102375,49,189357,6161,356,36,No
102376,56,146683,5815,681,12,No
102377,58,56307,41534,456,12,No
102378,59,100280,32498,432,60,No
102379,57,170939,30037,462,48,No
102380,55,76523,41007,574,60,No
102381,27,157450,18942,376,36,No
102382,47,127669,32278,343,60,No
102383,48,178998,13272,849,24,No
102384,42,123215,38637,617,48,No
102385,34,118707,43294,833,12,No
102386,27,164252,12741,453,60,No
102387,57,112837,9694,536,60,No
102388,42,138070,35306,816,12,No
102389,25,188003,6934,520,12,Yes
102390,22,175086,26556,609,36,No
102391,47,99872,23907,476,60,No
102392,41,107736,11159,519,60,No
102393,58,25470,34158,337,24,No
102394,35,166025,25293,730,24,No
102395,41,189579,38932,502,60,No
102396,30,112969,38387,747,24,No
102397,43,111493,45750,794,60,No
102398,59,26523,8066,424,48,No
102399,25,198833,26256,364,36,No
102400,21,51169,46406,543,24,No
102401,33,65641,40105,826,60,Yes
